bn_phrases
"হাজী মফিজুর রহমান জামের মসজিদ পাঠাগার, "
"পায়রাবন্দ বেগম রোকেয়া স্মৃতি ডিগ্রী মহাবিদ্যালয়, "
"বাংলাদেশ কমার্স ব্যাংক, "
"আজিমনগর, "
তেরখাদা টু আলাইপুর কাজদিয়া রুপসা রোড
"ভাটিখোলা, "
"জগন্নাথ মন্দির, "
"আন্ধারকোঠা বাজার, "
"ছাতিয়ানগ্রাম, "
থুলনা সাতক্ষীরা বিশ্বরোড
"অভয়নগর উপজেলা, "
"কমার্শিয়াল ব্যাংক অব সিলন, "
"স্মাইল ফুড কর্ণার, "
"গৌরীপুর জংশন, "
"বারাইশ পশ্চিম পাড়া মসজিদ, "
"পদ্মা ছাত্রাবাস, "
"মফিজ উদ্দিন সড়ক, "
"আতাপুর বাজার, "
"রাজরাজেশ্বর, "
নন্দপা
"মহাখালী রেলগেট বাস স্টেশন, "
"কলাবাগান পার্ক, "
"হামিরদী, "
"রূপালী ব্যাংক উত্তরা মডেল টাউন শাখা, "
"ইছাপুর বাসস্ট্যান্ড, "
"শিমুল, "
"জগন্নাথগঞ্জ ঘাট, "
"সম্ভুপুর বায়তুল মা’মুর জামে মসজিদ, "
"গাজীর হাট, "
"ফকিরেরহাট, "
"সিলেট কৃষি বিশ্ববিদ্যাল, "
"নরহরদী, "
"সাইপাড়া, "
"ইসলামী ব্যংক বাংলাদেশ লিমিটেড, "
"নড়াইল জেলা, "
ইকরিয়া বেপারী পাড়া ট মিরেরবাগ রোড
"সুগন্ধা রেস্টুরেন্ট, "
জিবি কলোনি কাচাবাজার সড়ক
"সড়ক ৬এ, "
"গেন্ডা বাজার, "
"সাউথইস্ট ব্যাংক লিমিটেড হাসনাবাদ শাখা, "
"স্যার সৈয়দ রোড, "
"নীলফামারী - ডোমার মহাসড়ক, "
"শান্তিবাগ রোড, "
"আলিশারকল সড়ক, "
"শমসেরনগর, "
"হাতিঘাটা, "
"মণিপুর, "
"পশ্চিম খিলপাড়া, "
"হামিদা সি এন জি সার্ভিস সেন্টার, "
"জাবের মাষ্টার বাজার, "
"মতিয়ার বিদ্যা নিকেতন, "
"আড়াইহাজার উপজেলা, "
"পঞ্চগড়, "
"ভুয়াপুর, "
"শাহবাগ রোড, "
"বেতকা চৌরাস্তা, "
"লক্ষীগঞ্জ বাজার যাত্রী ছাউনী, "
"ধোপাখালী, "
"আড়ফাঙ্গাশিয়া কাজী বাড়ী রোড, "
"পিড়াপাঠ, "
"আর্মি গলফ ক্লাব, "
"অতিথি কমিউনিটি সেন্টার, "
"নীলকষেত গাউসল আজম মোড়, "
শেরপর-ধনট রোড
"বরিশাল-পিরোজপুর মহাসড়ক, "
"ঢাকা - জামালপর মহাসড়ক, "
"শাহ কবির মাজার সড়ক, "
"হামদর্দ, "
"বানিয়া নগর, "
"বনানী ব্লুজ এফসি মাঠ, "
"সুরাট, "
চামটা-তারাটি রোড
"বিরামপুর রেলওয়ে স্টেশন, "
"ঢাকা-নারায়ণগঞ্জ সড়ক, "
"হান্নান ভেরাইটিজ স্টোর, "
বাল্লাকানদি বাজার রোড
"বাবলু মামা হোটেল এন্ড রেষ্টুরেন্ট, "
"আশগঞজ বিদযৎ কেনদর সড়ক, "
"টি এস পি কলোনী মাঠ, "
"চুড়িহাট্টা, "
"পশ্চিম রামপুরা, "
"পাঁচপীর মাজার রেলস্টেশন, "
"দেইচর, "
"মিরপুর কবরখানা, "
"আল সেফা ক্লিনিক, "
"বাংড়া, "
"শাহ সাহেব নগর জামে মসজিদ, "
"মুন্নি চত্তর, "
"জসিমউদদিন বাউনিয়া সড়ক, "
"দেবীগঞ্জ সরকারি কলেজ, "
"নবীনগর - চনদরা মহাসড়ক, "
"খেড়িহর, "
"পাঁচদোনা মোড় জামে মসজিদ।, "
"খামার ভাটি, "
"পাটোয়ারী বাড়ী, "
"দারোগার হাট, "
"বানারীপাড়া লঞ্চঘাট, "
"তমরদ্দি ইউনিয়ন পরিষদ ভবন, "
এজিবি কলোনি কাঁচাবাজার সড়ক
স্বাধীনতা চত্বর বাস স্টপেজ নাটোর
"সুবন্দি, "
"ফুলতলা জংশন, "
"ধর্মপাশা, "
"বাহাদুরাবাদ ঘাট, "
"হাট গোপালপুর মাধ্যমিক বিদ্যালয়, "
আবছার ব্রাদাস বাড়ী রোড
"মেরিন পার্ক, "
"পোস্ট অফিস, "
"আনোয়ার শারম সড়ক, "
"ধামইরহাট - জয়পরহাট সড়ক, "
"উপজেলা চেয়ারম্যান বাংলো, "
"বাড়ীভাদেরা সরকারী প্রাথমিক বিদ্যালয়, "
"নতুনপাড়া, "
"ভৈরব সটেডিয়াম সড়ক, "
"ডেফোডিল বিউটি পার্লার, "
"বিসমিল্লাহ্‌ হোটেল অ্যান্ড রেস্টুরেন্ট, "
"চানপাতালি, "
"কাটাখালী বাজার, "
"মিঠাপুকুর, "
"গোমনাতি মহাবিদ্যালয়, "
"তৃষ্ণা জুয়েলার্স, "
"এস. এস. এস. ভবন, "
"সিংগাইর বিল, "
"আমেরিকান সুপারস্পেসটিটি হাসপাতাল, "
"উত্তরা ব্যাংক লিমিটেড, "
"কর্মসংস্থান ব্যাংক শালিখা, "
"স্টেশন সড়ক, "
"সেন্ট মার্টিন, "
ইখড়ি দশভাইয়া রোড
"সাহা ফিলিং, "
"কানসাট আম বাজার, "
"হাজি রুস্তম আলি মাস্টার জামে মসজিদ, "
"বরাটি নরদানা বাংলাদেশ উচ্চ বিদ্যালয়, "
"সাটরিয়া - বালিয়াটী সড়ক, "
"লালবাগ কেল্লা, "
"ট্রাস্ট ব্যাংক লিমিটেড, "
"পতিরামপুর, "
বাসাবাটি দড়াটানা রোড
"তিন্দু, "
"সেক্টর ২৯, "
"সাজিউড়া রোড, "
"দৌলতখান উপজেলা, "
"ছোট তুলাগাঁও বিদ্যালয়, "
"স্লুইচ গেট মসজিদ, "
"আড়ানী রেল ষ্টেশন, "
"ঘোনা, "
"ঋষি ধামের মহারাজের বিশ্রামাগার, "
"সারিকাইত, "
"সাউথ ইস্ট ব্যাংক, "
"মসজিদ গেট, "
"ঢাকা ব্যাংক লিমিটেড খিলগাও ব্রাঞ্চ, "
"জামিরা, "
"শহীদ সরণি নিসর্গ পার্ক, "
"ইলিয়াসদী জামে মসজিদ, "
"মুন্সি বাড়ী মসজিদ, "
"শ্রী শ্রী রাধা মাধব সেবাশ্রম, "
"জনসন সড়ক, "
"সাউথইস্ট ব্যাংক এটিএম, "
"মধুবাগ সড়ক, "
নয়াবাজার বিশ্বরোড
"সরারচর, "
"বাংলাদেশ উন্মুক্ত বিশ্ববিদ্যালয়, "
"আর্মড ফোর্সেস ইনস্টিটিউট অফ প্যাথলজি, "
"বলক বি সড়ক ৫, "
এনায়েত নগর সড়ক
"মালাপাড়া, "
"কাকিনা রেল ষ্টেশন, "
"বিসমিল্লাহ্ রেস্তোরা, "
"চাপিলা, "
"ধর্মরাজিক বৌদ্ধমন্দির, "
"ঢাকা টরাঙক রোড, "
"ঢাকা-ফরিদপর মহাসড়ক, "
"সানী স্টোর, "
"আশিকাটি, "
"নাওহাটা, "
"পাবনা - ঈশ্বরদী মহাসড়ক, "
"আটাশি, "
"তাঁতি বাজার, "
"হাসান ব্যাগ জামে মসজিদ গলি, "
"তফিরা, "
"সড়ক ৬বি, "
"আতাইকলা - ডেমরা রোড, "
