,bn_phrases,en_translated,Unnamed: 0
10975,"ডাচ-বাংলা ব্যাংক এজেন্ট ব্যাংক রবি ব্যবসায়ী, ","Dutch-Bangla Bank Agent Banking Robi businessman,",713.0
10976,"ডাচ-বাংলা ব্যাংক গুলশান -১ গোলচক্কর শাখা, ","Dutch -Bangla Bank Gulshan -1 Golcakar Branch,",714.0
10977,"ডাচ্ - বাংলা ব্যাংক, ","Dutch - Bangla Bank,",715.0
10978,"ডি বলক ৬ নং সড়ক, ","D Block No. 4 Road,",716.0
10979,"ডি বলক ৭ নং সড়ক, ","D Block No. 4 Road,",717.0
10980,"ডি বলক ৮ নং সড়ক, ","D Block No. 4 Road,",718.0
10981,"ডি বলক ৯ নং সড়ক, ","D Block No. 4 Road,",719.0
10982,"ডিআইটি ভিনিউ, ","DIT VNI,",720.0
10983,"ডিওইচস বাইপাস সড়ক, ","DOHS Bypass Road,",721.0
10984,"ডিবিবিএল কুড়িগ্রাম শাখার, ","DBBL Kurigram branch,",722.0
10985,"ডিমলা - ডালিয়া সড়ক, ","Dimla - Dalia Road,",723.0
10986,"ডিমলা - রংপর সড়ক, ","Dimla - Rangpur Road,",724.0
10987,"ডিমলা - রংপুর সড়ক, ","Dimla - Rangpur Road,",725.0
10988,"ডিমলা ইউনিয়ন, ","Dimla Union,",726.0
10989,"ডিমলা উপজেলা, ","Dimla upazila,",727.0
10990,ডিসকো কামরল বাড়ী রোড,Disco -Kamrol Bousti Road,728.0
10991,"ডীন অফিস ড. মুহাম্মদ শহিদুল্লাহর হল, ","Dean Office Dr.Hall of Muhammad Shahidullah,",729.0
10992,"ডীন অফিস বিজ্ঞান অনুষদ, ","Dean Office Faculty of Science,",730.0
10993,ডেইরি গেইট ট শহীদ মিনার,Dairy Gate T Shaheed Minar,731.0
10994,"ডেমরা - নারায়ণগঞজ সড়ক, ","Demra - Narayanganj Road,",732.0
10995,"ডেমরা - নারায়ণগঞ্জ সড়ক, ","Demra - Narayanganj Road,",733.0
10996,"ডেমরা সেত, ","Demra Set,",734.0
10997,"ডেসকো বিদ্যুৎ অফিস, ","DESCO Electricity Office,",735.0
10998,"ডোমার - ডিমলা সড়ক, ","Domar - Dimla Road,",736.0
10999,"ডোমার উপজেলা, ","Domar Upazila,",737.0
11000,"ঢাকা - আরিচা মহাসড়ক, ","Dhaka - Aricha highway,",738.0
11001,"ঢাকা - আরিচা মহাসড়ক, ","Dhaka - Aricha highway,",739.0
11002,"ঢাকা - আশলিয়া মহাসড়ক, ","Dhaka - Ashlia highway,",740.0
11003,"ঢাকা - আশুলিয়া মহাসড়ক, ","Dhaka - Ashulia Highway,",741.0
11004,"ঢাকা - কষটিয়া মহাসড়ক, ","Dhaka - Kasia highway,",742.0
11005,"ঢাকা - কুষ্টিয়া মহাসড়ক, ","Dhaka - Kushtia Highway,",743.0
11006,"ঢাকা - চটটগরাম মহাসড়ক, ","Dhaka - Chattagram Highway,",744.0
11007,"ঢাকা - চট্টগ্রাম মহাসড়ক, ","Dhaka - Chittagong Highway,",745.0
11008,"ঢাকা - জামালপর মহাসড়ক, ","Dhaka - Jamalpur Highway,",746.0
11009,"ঢাকা - জামালপুর মহাসড়ক, ","Dhaka - Jamalpur Highway,",747.0
11010,"ঢাকা - টাঙগাইল মহাসড়ক, ","Dhaka - Tangail highway,",748.0
11011,"ঢাকা - টাঙগাইল মহাসড়ক, ","Dhaka - Tangail highway,",749.0
11012,"ঢাকা - টাঙ্গাইল মহাসড়ক, ","Dhaka - Tangail highway,",750.0
11013,"ঢাকা - টাঙ্গাইল মহাসড়ক, ","Dhaka - Tangail highway,",751.0
11014,"ঢাকা - ডেমরা মহাসড়ক, ","Dhaka - Demra Highway,",752.0
11015,"ঢাকা - পাবনা মহাসড়ক, ","Dhaka - Pabna Highway,",753.0
11016,"ঢাকা - ফরিদপর মহাসড়ক, ","Dhaka - Faridpur highway,",754.0
11017,"ঢাকা - ফরিদপুর মহাসড়ক, ","Dhaka - Faridpur Highway,",755.0
11018,"ঢাকা - বগুড়া মহাসড়ক, ","Dhaka - Bogra highway,",756.0
11019,"ঢাকা - বগড়া মহাসড়ক, ","Dhaka - Bagra Highway,",757.0
11020,"ঢাকা - ময়মনসিংহ মহাসড়ক, ","Dhaka - Mymensingh highway,",758.0
11021,"ঢাকা - মৌলভীবাজার মহাসড়ক, ","Dhaka - Moulvibazar highway,",759.0
11022,"ঢাকা - রাজশাহী মহাসড়ক, ","Dhaka - Rajshahi Highway,",760.0
11023,"ঢাকা - সিলেট মহাসড়ক, ","Dhaka - Sylhet highway,",761.0
11024,"ঢাকা জেলা, ","Dhaka district,",762.0
11025,"ঢাকা টরাঙক রোড, ","Dhaka Torangok Road,",763.0
11026,"ঢাকা টরাঙক সড়ক, ","Dhaka trunk road,",764.0
11027,"ঢাকা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় ডুয়েট গাজীপুর, ","Dhaka Engineering and Technology University Dwight Gazipur,",765.0
11028,"ঢাকা বিভাগ, ","Dhaka Division,",766.0
11029,"ঢাকা ব্যাংক ফটিকছড়ি শাখা, ","Dhaka Bank Fatikchari Branch,",767.0
11030,"ঢাকা ব্যাংক লিমিটেড খিলগাও ব্রাঞ্চ, ","Dhaka Bank Limited Khilgaon Branch,",768.0
11031,"ঢাকা মহানগর, ","Dhaka metropolis,",769.0
11032,"ঢাকা লাইফ কেয়ার হসপিটাল ব্রেন এন্ড লাইফ কেয়ার হসপিটাল এন্ড ডায়াগনষ্টিক সেন্টার, ","Dhaka Life Care Hospital Bren & Life Care Hospital and Diagnostic Center,",770.0
11033,"ঢাকা-কয়াকাটা মহাসড়ক, ","Dhaka-Kawakata highway,",771.0
11034,"ঢাকা-খলনা মহাসড়ক, ","Dhaka-Khulna highway,",772.0
11035,"ঢাকা-চটটগরাম মহাসড়ক, ","Dhaka-Chittagong highway,",773.0
11036,"ঢাকা-চটটগরাম মহাসড়ক, ","Dhaka-Chittagong highway,",774.0
11037,"ঢাকা-নারায়ণগঞজ লিংক রোড, ","Dhaka-Narayangyaj Link Road,",775.0
11038,"ঢাকা-নারায়ণগঞজ সংযোগ সড়ক, ","Dhaka-Narayanganj Connection Road,",776.0
11039,"ঢাকা-নারায়ণগঞজ সড়ক, ","Dhaka-Narayanganj Road,",777.0
11040,"ঢাকা-ফরিদপর মহাসড়ক, ","Dhaka-Faridapar Highway,",778.0
11041,"ঢাকা-ফরিদপর মহাসড়ক ঢাকা - ফরিদপর মহাসড়ক, ","Dhaka -Faridapar Highway Dhaka - Faridpur Highway,",779.0
11042,"ঢাকা-ফরিদপর মহাসড়ক, ","Dhaka-Faridapar Highway,",780.0
11043,"ঢাকা-ফরিদপুর মহাসড়ক ঢাকা - ফরিদপুর মহাসড়ক, ","Dhaka -Faridpur Highway Dhaka - Faridpur Highway,",781.0
11044,"ঢাকা-মাওয়া কসপরেসওয়ে, ","Dhaka-Mawa Cospresaway,",782.0
11045,"তজমদদিন উপজেলা, ","Tajddin Upazila,",783.0
11046,তরিমহনী ও কালীর হাট রোড,Tariimoni and Kali Hat Road,784.0
11047,"তাজ হারিকেন ফযাকটরি সড়ক, ","Taj Hurricane Factory Road,",785.0
11048,তাড়াশ-মাননান নগর রোড,Tarash-Mannan Nagar Road,786.0
11049,"তানোর - রাজশাহী মহাসড়ক, ","Tano - Rajshahi Highway,",787.0
11050,"তানোর-মণডমালা সড়ক, ","Tanar-Mandamala Road,",788.0
11051,"তারাকানদি-ভয়াপর সড়ক, ","Tarakanda-Vaipar Road,",789.0
11052,"তারাগঞজ উপজেলা, ","Taraganj Upazila,",790.0
11053,"তালতলি উপজেলা, ","Taltali Upazila,",791.0
11054,তালেমগঞজ-বালয়া মাশিমপর রোড,Talmagayaj-Balaya Mashimpar Road,792.0
11055,তালেমগঞজ-শকরেরহাট রোড,Talmagayaj-Shakarhat Road,793.0
11056,"তাড়াইল - কেনদয়া সড়ক, ","Tarail - Kendua Road,",794.0
11057,"তাড়াইল - কেন্দুয়া সড়ক, ","Tarail - Kendua Road,",795.0
11058,তিতাস গযাস রোড,Titus Gaza Road,796.0
11059,"তিলপাপাড়া মারকেট রোড, ","Tilpapara Market Road,",797.0
11060,"তিসতা বযারেজ, ","Tisa Bazarz,",798.0
11061,তিসতা সেচ কযানেল রোড,Tista irrigated,799.0
11062,"তিসতা সেত, ","Tista Set,",800.0
11063,তীরথবাসীর রোড,Cyrot,801.0
11064,তৃতীয় শীতলকষযা সেত,Cooling,802.0
11065,"তেতলিয়া উপজেলা, ","Tetalia Upazila,",803.0
11066,তেবাইদা রাসতা,Tabida,804.0
11067,তেরখাদা ইখড়ি নাচনিয়া রোড,Terkhada Ikhari Nachchia Road,805.0
11068,তেরখাদা ইখড়ি নাচুনিয়া রোড,Terakhada Ikhari Nachunia Road,806.0
11069,তেরখাদা উপজেলা রোড,Terakhada Upazila Road,807.0
11070,"তেরখাদা উপজেলা সটেডিয়াম শেখ রাসেল মিনি সটেডিয়াম রোড, ","Terakhada Upazila Sotadium Sheikh Russell Mini Sotadium Road,",808.0
11071,"তেরখাদা উপজেলা স্টেডিয়াম শেখ রাসেল মিনি স্টেডিয়াম রোড, ","Terakhada Upazila Stadium Sheikh Russell Mini Stadium Road,",809.0
11072,"তেরখাদা উপজেলা, ","Terakhada Upazila,",810.0
11073,তেরখাদা ট আলাইপর কাজদিয়া রপসা রোড,Terakhada T Alipar Kazdia Rapsa Road,811.0
11074,তেরখাদা ট কালিয়া রোড,Terakhada T Kalia Road,812.0
11075,তেরখাদা ট সাচিয়াদাহ গোপালগঞজ মোললাহাট রোড,Terakhada T Sachiyadah Gopalganj Mollahat Road,813.0
11076,তেরখাদা ট সাচিয়াদাহ গোপালগঞজ রোড,Terakhada T Sachiyadah Gopalganj Road,814.0
11077,তেরখাদা ট সাচিয়াদাহ চনখোলা গোপালগঞজ রোড,Terakhada T Sachiyadah Chankhola Gopalganj Road,815.0
11078,তেরখাদা টু সাচিয়াদাহ গোপালগঞ্জ রোড,Terakhada to Sachiadah Gopalganj Road,816.0
11079,তেরখাদা টু সাচিয়াদাহ চুনখোলা গোপালগঞ্জ রোড,Terakhada to Sachiadah Chunkhola Gopalganj Road,817.0
11080,"তেরখাদা থানা, ","Terakhada police station,",818.0
11081,তেরখাদা নরথ খলনা কলেজ রোড,Terakhada Narath Khalna College Road,819.0
11082,তেরখাদা নর্থ খুলনা কলেজ রোড,Terakhada North Khulna College Road,820.0
11083,তেরখাদা নাচনিয়া কশলা পাতলা রোড,Terkhada Nachania Kasla Thin Road,821.0
11084,তেরখাদা নাচনিয়া কশলা রোড,Terakhada Nachchia Kasla Road,822.0
11085,তেরখাদা নাচুনিয়া কুশলা রোড,Terakhada Nachunia Kushla Road,823.0
11086,তেরখাদা বারাসাত ট কোলা বাজার রোড,Terakhada Barasat T Cola Bazar Road,824.0
11087,"তেরখাদা সটেডিয়াম শেখ রাসেল মিনি সটেডিয়াম রোড, ","Terakhada Sotadium Sheikh Russell Mini Sotadium Road,",825.0
11088,তেরখাদা স্টেডিয়াম শেখ রাসেল মিনি স্টেডিয়াম রোড,Terakhada Stadium Sheikh Russell Mini Stadium Road,826.0
11089,"তেরখাদা স্টেডিয়াম শেখ রাসেল মিনি স্টেডিয়াম রোড, ","Terakhada Stadium Sheikh Russell Mini Stadium Road,",827.0
11090,তেরখাদা হাসপাতাল রোড,Terakhada Hospital Road,828.0
11091,থলনা সাতকষীরা বিশবরোড,Thalana -bisworod,829.0
11092,থলনা সাতকষীরা মহাসড়ক,Thalana Satkashira highway,830.0
11093,"থানা সেত, ","Thana Set,",831.0
11094,"থানা সড়ক মধপর, ","Thana road Madhapar,",832.0
11095,"থানা সড়ক মধুপুর, ","Police Station Madhupur,",833.0
11096,"দকষিণ পাড়া গলি মাদবর বাজার সড়ক, ","South Para Goli Madbar Bazar Road,",834.0
11097,"দকষিণ বাজার রোড, ","Dakshin Bazar Road,",835.0
11098,"দকষিণ বালাপাড়া, ","Dakshin Balapara,",836.0
11099,"দকষিণ রসলপর ২ নং সড়ক বিদযৎ অফিস গলি, ","Dakshin Rasalpar No. 2 Road Vidyat Office Goli,",837.0
11100,"দকষিণপাড়া জামে মসজিদ রোড, ","Dakshinpara Jame Mosque Road,",838.0
11101,"দকষিণপাড়া বটতলা রোড, ","Dakshinpara Batala Road,",839.0
11102,"দক্ষিণ পাড়া গলি মাদবর বাজার সড়ক, ","South Para Goli Madbar Bazar Road,",840.0
11103,"দক্ষিণ রসুলপুর ২ নং সড়ক বিদ্যুৎ অফিস গলি, ","South Rasulpur No. 2 Road Electricity Office Alliance,",841.0
